,state,year,condition,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
13871,pennsylvania,2003,mean ,-7.0,-5.0,3.0,8.0,13.0,18.0,21.0,21.0,16.0,9.0,7.0,-1.0
13884,pennsylvania,2008,min ,-6.0,-7.0,-4.0,3.0,5.0,14.0,15.0,12.0,11.0,3.0,-1.0,-6.0
13885,pennsylvania,2008,max ,3.0,2.0,7.0,17.0,19.0,27.0,28.0,26.0,23.0,16.0,8.0,4.0
13886,pennsylvania,2008,mean ,-2.0,-3.0,2.0,11.0,12.0,20.0,22.0,19.0,17.0,9.0,3.0,-1.0
13899,pennsylvania,2013,min ,-6.0,-7.0,-3.0,2.0,8.0,13.0,17.0,13.0,9.0,6.0,-2.0,-5.0
13900,pennsylvania,2013,max ,2.0,1.0,5.0,16.0,22.0,26.0,28.0,26.0,23.0,17.0,8.0,3.0
13901,pennsylvania,2013,mean ,-2.0,-3.0,1.0,9.0,14.0,19.0,22.0,19.0,16.0,12.0,3.0,-1.0
13914,pennsylvania,2018,min ,-11.0,-4.0,-4.0,0.0,11.0,13.0,16.0,17.0,14.0,6.0,-1.0,-3.0
13915,pennsylvania,2018,max ,0.0,6.0,5.0,12.0,24.0,25.0,28.0,27.0,23.0,16.0,6.0,4.0
13916,pennsylvania,2018,mean ,-5.0,1.0,1.0,6.0,18.0,19.0,22.0,22.0,19.0,11.0,2.0,1.0
13929,pennsylvania,2023,min ,-2.0,-4.0,-3.0,3.0,6.0,11.0,16.0,14.0,12.0,7.0,,
13930,pennsylvania,2023,max ,6.0,8.0,8.0,18.0,21.0,24.0,28.0,26.0,23.0,18.0,,
13931,pennsylvania,2023,mean ,2.0,2.0,3.0,11.0,13.0,18.0,22.0,20.0,17.0,12.0,,
14955,south dakota,1978,min ,-22.0,-18.0,-7.0,1.0,7.0,11.0,14.0,13.0,10.0,1.0,-9.0,-16.0
14956,south dakota,1978,max ,-11.0,-8.0,4.0,12.0,20.0,26.0,29.0,29.0,27.0,17.0,4.0,-5.0
14957,south dakota,1978,mean ,-17.0,-13.0,-1.0,6.0,13.0,19.0,22.0,21.0,18.0,9.0,-3.0,-11.0
14970,south dakota,1983,min ,-9.0,-7.0,-4.0,-2.0,4.0,11.0,16.0,17.0,8.0,2.0,-4.0,-21.0
14971,south dakota,1983,max ,2.0,4.0,4.0,11.0,18.0,24.0,31.0,33.0,24.0,16.0,4.0,-12.0
14972,south dakota,1983,mean ,-4.0,-1.0,0.0,4.0,11.0,18.0,24.0,25.0,16.0,8.0,0.0,-17.0
14985,south dakota,1988,min ,-17.0,-14.0,-6.0,-1.0,9.0,16.0,16.0,14.0,7.0,0.0,-6.0,-11.0
14986,south dakota,1988,max ,-4.0,-1.0,8.0,17.0,23.0,32.0,32.0,31.0,23.0,16.0,6.0,2.0
14987,south dakota,1988,mean ,-11.0,-8.0,1.0,8.0,16.0,24.0,24.0,22.0,15.0,8.0,1.0,-4.0
15000,south dakota,1993,min ,-17.0,-16.0,-6.0,0.0,6.0,10.0,13.0,13.0,5.0,0.0,-8.0,-10.0
15001,south dakota,1993,max ,-5.0,-5.0,6.0,12.0,20.0,22.0,25.0,27.0,20.0,15.0,3.0,0.0
15002,south dakota,1993,mean ,-11.0,-11.0,0.0,6.0,13.0,16.0,19.0,20.0,13.0,8.0,-2.0,-5.0
15015,south dakota,1998,min ,-13.0,-4.0,-8.0,1.0,8.0,10.0,16.0,15.0,11.0,3.0,-3.0,-11.0
15016,south dakota,1998,max ,-2.0,4.0,1.0,15.0,22.0,22.0,29.0,29.0,27.0,15.0,7.0,3.0
15017,south dakota,1998,mean ,-7.0,0.0,-3.0,8.0,15.0,16.0,23.0,22.0,19.0,9.0,2.0,-4.0
15030,south dakota,2003,min ,-13.0,-14.0,-7.0,2.0,6.0,11.0,16.0,16.0,7.0,3.0,-8.0,-8.0
15031,south dakota,2003,max ,-1.0,-2.0,7.0,16.0,19.0,24.0,31.0,32.0,23.0,19.0,3.0,2.0
15032,south dakota,2003,mean ,-7.0,-8.0,0.0,8.0,13.0,17.0,23.0,23.0,16.0,11.0,-3.0,-3.0
15045,south dakota,2008,min ,-16.0,-14.0,-7.0,-2.0,4.0,11.0,15.0,14.0,8.0,2.0,-4.0,-16.0
15046,south dakota,2008,max ,-3.0,-1.0,7.0,13.0,18.0,24.0,30.0,29.0,23.0,15.0,6.0,-4.0
15047,south dakota,2008,mean ,-9.0,-7.0,0.0,6.0,12.0,17.0,22.0,22.0,16.0,8.0,1.0,-10.0
15060,south dakota,2013,min ,-13.0,-11.0,-9.0,-4.0,6.0,12.0,15.0,15.0,11.0,1.0,-7.0,-17.0
15061,south dakota,2013,max ,-2.0,1.0,4.0,9.0,20.0,25.0,29.0,28.0,26.0,12.0,7.0,-4.0
15062,south dakota,2013,mean ,-7.0,-5.0,-2.0,2.0,13.0,18.0,22.0,22.0,18.0,7.0,0.0,-11.0
15075,south dakota,2018,min ,-14.0,-18.0,-6.0,-4.0,9.0,14.0,15.0,13.0,9.0,-1.0,-7.0,-9.0
15076,south dakota,2018,max ,-2.0,-5.0,4.0,9.0,24.0,27.0,29.0,28.0,23.0,12.0,4.0,1.0
15077,south dakota,2018,mean ,-8.0,-12.0,-1.0,2.0,17.0,21.0,22.0,21.0,16.0,6.0,-2.0,-4.0
15090,south dakota,2023,min ,-12.0,-12.0,-10.0,-2.0,8.0,14.0,14.0,14.0,11.0,2.0,,
15091,south dakota,2023,max ,-2.0,1.0,1.0,12.0,24.0,28.0,29.0,29.0,26.0,15.0,,
15092,south dakota,2023,mean ,-7.0,-6.0,-5.0,5.0,16.0,21.0,21.0,22.0,18.0,8.0,,
15342,tennessee,1978,min ,-8.0,-7.0,1.0,8.0,12.0,17.0,19.0,18.0,16.0,4.0,4.0,-2.0
15343,tennessee,1978,max ,2.0,3.0,13.0,22.0,24.0,29.0,32.0,31.0,29.0,22.0,17.0,11.0
15344,tennessee,1978,mean ,-3.0,-2.0,7.0,15.0,18.0,23.0,25.0,24.0,22.0,13.0,11.0,4.0
15357,tennessee,1983,min ,-3.0,-1.0,3.0,4.0,11.0,16.0,19.0,19.0,13.0,8.0,2.0,-4.0
15358,tennessee,1983,max ,7.0,10.0,14.0,17.0,23.0,28.0,32.0,33.0,28.0,22.0,15.0,5.0
15359,tennessee,1983,mean ,2.0,4.0,9.0,11.0,17.0,22.0,26.0,26.0,21.0,16.0,8.0,0.0
15372,tennessee,1988,min ,-5.0,-4.0,2.0,6.0,9.0,14.0,19.0,19.0,14.0,4.0,3.0,-2.0
15373,tennessee,1988,max ,6.0,9.0,16.0,21.0,26.0,32.0,31.0,32.0,27.0,18.0,16.0,10.0
15374,tennessee,1988,mean ,0.0,3.0,9.0,14.0,18.0,23.0,25.0,26.0,21.0,11.0,9.0,4.0
15387,tennessee,1993,min ,0.0,-3.0,2.0,6.0,12.0,17.0,20.0,18.0,13.0,7.0,1.0,-1.0
15388,tennessee,1993,max ,9.0,9.0,12.0,19.0,24.0,29.0,33.0,31.0,27.0,21.0,14.0,8.0
15389,tennessee,1993,mean ,4.0,3.0,7.0,12.0,18.0,23.0,27.0,25.0,20.0,13.0,8.0,4.0
15402,tennessee,1998,min ,1.0,2.0,4.0,7.0,14.0,18.0,20.0,18.0,16.0,8.0,3.0,1.0
15403,tennessee,1998,max ,10.0,11.0,14.0,20.0,27.0,30.0,31.0,31.0,31.0,24.0,17.0,11.0
15404,tennessee,1998,mean ,6.0,7.0,9.0,13.0,21.0,24.0,26.0,24.0,23.0,16.0,10.0,6.0
15417,tennessee,2003,min ,-6.0,-1.0,4.0,8.0,13.0,15.0,19.0,19.0,13.0,8.0,5.0,-2.0
15418,tennessee,2003,max ,6.0,8.0,17.0,22.0,24.0,27.0,30.0,31.0,26.0,22.0,17.0,9.0
15419,tennessee,2003,mean ,0.0,3.0,11.0,15.0,19.0,21.0,24.0,25.0,20.0,14.0,11.0,3.0
15432,tennessee,2008,min ,-3.0,-1.0,3.0,7.0,12.0,17.0,18.0,17.0,15.0,7.0,1.0,-1.0
15433,tennessee,2008,max ,8.0,11.0,16.0,21.0,24.0,31.0,31.0,30.0,28.0,21.0,13.0,10.0
15434,tennessee,2008,mean ,2.0,6.0,9.0,14.0,18.0,24.0,24.0,24.0,22.0,14.0,7.0,4.0
15447,tennessee,2013,min ,0.0,-1.0,0.0,7.0,12.0,17.0,18.0,18.0,15.0,9.0,1.0,-1.0
15448,tennessee,2013,max ,9.0,10.0,11.0,20.0,24.0,29.0,29.0,29.0,27.0,21.0,13.0,9.0
15449,tennessee,2013,mean ,5.0,4.0,6.0,13.0,18.0,23.0,23.0,23.0,21.0,15.0,7.0,4.0
15462,tennessee,2018,min ,-6.0,3.0,3.0,4.0,16.0,18.0,19.0,19.0,18.0,10.0,2.0,1.0
15463,tennessee,2018,max ,6.0,14.0,14.0,18.0,28.0,31.0,31.0,30.0,29.0,22.0,12.0,10.0
15464,tennessee,2018,mean ,0.0,9.0,9.0,11.0,22.0,24.0,26.0,24.0,23.0,16.0,7.0,6.0
15477,tennessee,2023,min ,2.0,3.0,4.0,7.0,13.0,16.0,19.0,19.0,15.0,9.0,,
15478,tennessee,2023,max ,12.0,14.0,17.0,21.0,25.0,28.0,31.0,30.0,28.0,23.0,,
15479,tennessee,2023,mean ,7.0,9.0,10.0,14.0,19.0,22.0,25.0,24.0,21.0,16.0,,
15729,texas,1978,min ,-3.0,-1.0,5.0,12.0,16.0,20.0,22.0,21.0,18.0,11.0,8.0,1.0
15730,texas,1978,max ,9.0,11.0,21.0,27.0,30.0,33.0,36.0,33.0,29.0,26.0,19.0,14.0
15731,texas,1978,mean ,3.0,4.0,13.0,19.0,23.0,27.0,29.0,27.0,24.0,18.0,13.0,7.0
15744,texas,1983,min ,0.0,3.0,6.0,8.0,14.0,18.0,21.0,21.0,18.0,13.0,7.0,-3.0
15745,texas,1983,max ,13.0,15.0,19.0,23.0,28.0,31.0,34.0,35.0,32.0,26.0,21.0,9.0
15746,texas,1983,mean ,7.0,9.0,13.0,16.0,21.0,24.0,28.0,28.0,24.0,19.0,14.0,3.0
15759,texas,1988,min ,-1.0,2.0,5.0,9.0,14.0,18.0,21.0,21.0,17.0,12.0,6.0,2.0
15760,texas,1988,max ,12.0,16.0,21.0,26.0,29.0,32.0,33.0,34.0,31.0,26.0,22.0,16.0
15761,texas,1988,mean ,6.0,9.0,13.0,18.0,22.0,26.0,27.0,28.0,24.0,19.0,14.0,9.0
15774,texas,1993,min ,2.0,3.0,6.0,9.0,14.0,20.0,22.0,21.0,17.0,11.0,3.0,3.0
15775,texas,1993,max ,13.0,16.0,20.0,24.0,28.0,32.0,34.0,35.0,31.0,25.0,17.0,16.0
15776,texas,1993,mean ,7.0,9.0,13.0,17.0,21.0,26.0,28.0,28.0,24.0,18.0,11.0,9.0
15789,texas,1998,min ,3.0,4.0,6.0,9.0,17.0,21.0,23.0,21.0,20.0,14.0,9.0,2.0
15790,texas,1998,max ,17.0,17.0,19.0,25.0,33.0,36.0,37.0,34.0,33.0,26.0,20.0,15.0
15791,texas,1998,mean ,10.0,11.0,13.0,17.0,25.0,28.0,30.0,28.0,26.0,20.0,14.0,9.0
15804,texas,2003,min ,1.0,3.0,7.0,11.0,17.0,19.0,21.0,21.0,17.0,13.0,8.0,1.0
15805,texas,2003,max ,14.0,15.0,21.0,27.0,31.0,32.0,34.0,35.0,29.0,26.0,21.0,17.0
15806,texas,2003,mean ,8.0,9.0,14.0,19.0,24.0,26.0,28.0,28.0,23.0,19.0,14.0,9.0
15819,texas,2008,min ,1.0,3.0,7.0,10.0,16.0,21.0,21.0,21.0,16.0,11.0,6.0,1.0
15820,texas,2008,max ,15.0,20.0,22.0,26.0,31.0,35.0,34.0,33.0,29.0,26.0,21.0,17.0
15821,texas,2008,mean ,8.0,12.0,14.0,18.0,23.0,28.0,27.0,27.0,23.0,18.0,13.0,9.0
15834,texas,2013,min ,2.0,3.0,6.0,9.0,15.0,21.0,21.0,21.0,19.0,12.0,5.0,0.0
15835,texas,2013,max ,15.0,18.0,22.0,25.0,29.0,34.0,33.0,35.0,32.0,26.0,18.0,13.0
15836,texas,2013,mean ,8.0,11.0,14.0,17.0,22.0,27.0,27.0,28.0,26.0,19.0,11.0,7.0
15849,texas,2018,min ,-2.0,4.0,9.0,9.0,18.0,22.0,22.0,22.0,19.0,13.0,4.0,3.0
15850,texas,2018,max ,14.0,18.0,23.0,25.0,32.0,35.0,36.0,35.0,29.0,23.0,17.0,15.0
15851,texas,2018,mean ,6.0,11.0,16.0,17.0,26.0,28.0,29.0,28.0,24.0,18.0,11.0,9.0
15864,texas,2023,min ,3.0,4.0,8.0,11.0,17.0,21.0,23.0,23.0,20.0,13.0,,
15865,texas,2023,max ,18.0,18.0,23.0,25.0,29.0,34.0,37.0,38.0,34.0,27.0,,
15866,texas,2023,mean ,11.0,11.0,16.0,18.0,23.0,28.0,30.0,31.0,27.0,20.0,,
16890,virginia,1978,min ,-8.0,-8.0,-1.0,5.0,10.0,14.0,17.0,18.0,14.0,4.0,3.0,-3.0
16891,virginia,1978,max ,2.0,3.0,11.0,19.0,22.0,28.0,29.0,29.0,27.0,19.0,15.0,10.0
16892,virginia,1978,mean ,-3.0,-3.0,5.0,12.0,16.0,21.0,23.0,24.0,21.0,12.0,9.0,4.0
16905,virginia,1983,min ,-4.0,-3.0,2.0,4.0,9.0,14.0,17.0,17.0,12.0,7.0,2.0,-4.0
16906,virginia,1983,max ,6.0,8.0,13.0,16.0,23.0,27.0,31.0,31.0,27.0,19.0,14.0,6.0
16907,virginia,1983,mean ,1.0,2.0,8.0,10.0,16.0,21.0,24.0,24.0,19.0,13.0,8.0,1.0
16920,virginia,1988,min ,-7.0,-4.0,0.0,4.0,9.0,13.0,18.0,18.0,12.0,3.0,1.0,-4.0
16921,virginia,1988,max ,4.0,8.0,14.0,18.0,23.0,28.0,31.0,31.0,24.0,17.0,14.0,8.0
16922,virginia,1988,mean ,-2.0,2.0,7.0,12.0,17.0,21.0,24.0,24.0,18.0,10.0,8.0,2.0
16935,virginia,1993,min ,-1.0,-4.0,-1.0,4.0,11.0,14.0,19.0,17.0,14.0,6.0,2.0,-3.0
16936,virginia,1993,max ,8.0,7.0,10.0,18.0,24.0,28.0,32.0,30.0,26.0,19.0,14.0,7.0
16937,virginia,1993,mean ,3.0,1.0,5.0,11.0,18.0,22.0,26.0,23.0,20.0,12.0,8.0,2.0
16950,virginia,1998,min ,0.0,0.0,2.0,6.0,12.0,16.0,18.0,17.0,14.0,7.0,1.0,0.0
16951,virginia,1998,max ,9.0,10.0,13.0,19.0,24.0,28.0,30.0,30.0,29.0,21.0,16.0,12.0
16952,virginia,1998,mean ,4.0,5.0,7.0,13.0,18.0,22.0,24.0,23.0,22.0,14.0,8.0,6.0
16965,virginia,2003,min ,-6.0,-3.0,2.0,6.0,11.0,15.0,18.0,19.0,13.0,6.0,4.0,-3.0
16966,virginia,2003,max ,4.0,6.0,16.0,19.0,21.0,26.0,29.0,29.0,24.0,19.0,17.0,8.0
16967,virginia,2003,mean ,-1.0,1.0,9.0,12.0,16.0,20.0,23.0,24.0,19.0,13.0,11.0,2.0
16980,virginia,2008,min ,-4.0,-2.0,1.0,7.0,9.0,16.0,17.0,16.0,14.0,6.0,1.0,-1.0
16981,virginia,2008,max ,8.0,11.0,15.0,19.0,23.0,30.0,30.0,28.0,26.0,19.0,12.0,10.0
16982,virginia,2008,mean ,2.0,4.0,8.0,13.0,16.0,23.0,23.0,22.0,20.0,12.0,7.0,4.0
16995,virginia,2013,min ,-2.0,-3.0,-1.0,6.0,11.0,17.0,19.0,17.0,13.0,8.0,0.0,-1.0
16996,virginia,2013,max ,9.0,8.0,10.0,20.0,23.0,28.0,29.0,27.0,25.0,20.0,12.0,10.0
16997,virginia,2013,mean ,3.0,2.0,4.0,13.0,17.0,22.0,24.0,22.0,19.0,14.0,6.0,4.0
17010,virginia,2018,min ,-7.0,2.0,-1.0,4.0,14.0,17.0,18.0,18.0,18.0,9.0,1.0,-1.0
17011,virginia,2018,max ,6.0,13.0,11.0,18.0,27.0,28.0,29.0,29.0,27.0,20.0,11.0,9.0
17012,virginia,2018,mean ,-1.0,7.0,5.0,11.0,21.0,23.0,24.0,24.0,22.0,15.0,6.0,4.0
17025,virginia,2023,min ,1.0,2.0,2.0,7.0,10.0,13.0,19.0,18.0,14.0,8.0,,
17026,virginia,2023,max ,11.0,14.0,15.0,22.0,22.0,26.0,31.0,29.0,26.0,22.0,,
17027,virginia,2023,mean ,6.0,8.0,8.0,14.0,16.0,20.0,24.0,23.0,20.0,15.0,,
17277,washington,1978,min ,-3.0,-1.0,0.0,2.0,4.0,8.0,11.0,10.0,7.0,2.0,-4.0,-8.0
17278,washington,1978,max ,2.0,5.0,10.0,12.0,16.0,23.0,25.0,23.0,18.0,15.0,4.0,0.0
17279,washington,1978,mean ,-1.0,2.0,5.0,7.0,9.0,16.0,18.0,17.0,13.0,8.0,-1.0,-4.0
17292,washington,1983,min ,-1.0,-1.0,1.0,1.0,5.0,7.0,9.0,11.0,6.0,2.0,1.0,-8.0
17293,washington,1983,max ,5.0,7.0,10.0,13.0,19.0,19.0,22.0,25.0,18.0,14.0,7.0,-2.0
17294,washington,1983,mean ,2.0,3.0,6.0,7.0,12.0,13.0,16.0,18.0,12.0,8.0,4.0,-6.0
17307,washington,1988,min ,-5.0,-3.0,-1.0,2.0,4.0,7.0,10.0,9.0,7.0,5.0,0.0,-4.0
17308,washington,1988,max ,2.0,7.0,9.0,14.0,17.0,20.0,25.0,25.0,21.0,17.0,6.0,2.0
17309,washington,1988,mean ,-2.0,2.0,4.0,8.0,11.0,14.0,18.0,17.0,14.0,11.0,3.0,-1.0
17322,washington,1993,min ,-8.0,-6.0,-1.0,2.0,7.0,8.0,9.0,10.0,7.0,4.0,-4.0,-3.0
17323,washington,1993,max ,-1.0,3.0,8.0,12.0,20.0,19.0,20.0,23.0,22.0,16.0,5.0,3.0
17324,washington,1993,mean ,-4.0,-2.0,4.0,7.0,14.0,14.0,14.0,17.0,14.0,10.0,0.0,0.0
17337,washington,1998,min ,-3.0,-1.0,0.0,1.0,6.0,8.0,13.0,11.0,9.0,3.0,1.0,-4.0
17338,washington,1998,max ,3.0,7.0,9.0,14.0,17.0,21.0,27.0,27.0,24.0,14.0,7.0,2.0
17339,washington,1998,mean ,0.0,3.0,5.0,8.0,11.0,14.0,21.0,19.0,17.0,8.0,4.0,-1.0
17352,washington,2003,min ,-1.0,-3.0,0.0,2.0,4.0,8.0,11.0,11.0,8.0,4.0,-4.0,-3.0
17353,washington,2003,max ,5.0,6.0,9.0,12.0,17.0,23.0,28.0,27.0,23.0,16.0,4.0,2.0
17354,washington,2003,mean ,2.0,2.0,5.0,7.0,11.0,16.0,19.0,18.0,16.0,10.0,1.0,-1.0
17367,washington,2008,min ,-6.0,-3.0,-2.0,-1.0,5.0,7.0,10.0,11.0,7.0,2.0,1.0,-7.0
17368,washington,2008,max ,1.0,6.0,7.0,11.0,18.0,20.0,26.0,24.0,22.0,13.0,8.0,0.0
17369,washington,2008,mean ,-3.0,2.0,3.0,4.0,12.0,13.0,18.0,18.0,14.0,8.0,4.0,-3.0
17382,washington,2013,min ,-5.0,-2.0,-1.0,1.0,5.0,8.0,11.0,12.0,9.0,2.0,-2.0,-6.0
17383,washington,2013,max ,1.0,6.0,9.0,12.0,18.0,21.0,27.0,26.0,21.0,13.0,6.0,1.0
17384,washington,2013,mean ,-2.0,2.0,4.0,7.0,12.0,14.0,19.0,19.0,15.0,8.0,2.0,-2.0
17397,washington,2018,min ,-1.0,-4.0,-2.0,2.0,7.0,8.0,12.0,11.0,7.0,3.0,-1.0,-3.0
17398,washington,2018,max ,4.0,4.0,8.0,12.0,21.0,21.0,28.0,26.0,20.0,14.0,7.0,3.0
17399,washington,2018,mean ,2.0,0.0,3.0,7.0,14.0,14.0,19.0,19.0,13.0,8.0,3.0,1.0
17412,washington,2023,min ,-3.0,-4.0,-3.0,1.0,8.0,9.0,12.0,12.0,8.0,4.0,,
17413,washington,2023,max ,3.0,4.0,7.0,12.0,21.0,23.0,27.0,27.0,21.0,14.0,,
17414,washington,2023,mean ,1.0,0.0,2.0,6.0,14.0,16.0,19.0,19.0,14.0,9.0,,
18051,wisconsin,1978,min ,-19.0,-19.0,-10.0,-1.0,7.0,11.0,13.0,13.0,10.0,2.0,-6.0,-15.0
18052,wisconsin,1978,max ,-8.0,-6.0,3.0,11.0,21.0,24.0,24.0,26.0,23.0,13.0,4.0,-5.0
18053,wisconsin,1978,mean ,-14.0,-13.0,-3.0,5.0,13.0,17.0,19.0,19.0,16.0,7.0,-1.0,-10.0
18066,wisconsin,1983,min ,-12.0,-8.0,-4.0,-2.0,3.0,11.0,16.0,15.0,9.0,3.0,-3.0,-18.0
18067,wisconsin,1983,max ,-3.0,0.0,4.0,9.0,16.0,24.0,29.0,28.0,21.0,13.0,5.0,-9.0
18068,wisconsin,1983,mean ,-8.0,-4.0,-1.0,4.0,9.0,18.0,22.0,22.0,15.0,8.0,1.0,-14.0
18081,wisconsin,1988,min ,-18.0,-17.0,-7.0,-1.0,7.0,12.0,14.0,15.0,8.0,-1.0,-3.0,-13.0
18082,wisconsin,1988,max ,-7.0,-5.0,4.0,13.0,23.0,28.0,30.0,28.0,21.0,11.0,4.0,-2.0
18083,wisconsin,1988,mean ,-13.0,-11.0,-1.0,7.0,15.0,20.0,22.0,21.0,15.0,5.0,1.0,-8.0
18096,wisconsin,1993,min ,-15.0,-14.0,-8.0,-2.0,6.0,11.0,14.0,14.0,6.0,1.0,-6.0,-9.0
18097,wisconsin,1993,max ,-4.0,-3.0,3.0,10.0,18.0,22.0,25.0,26.0,17.0,13.0,3.0,-2.0
18098,wisconsin,1993,mean ,-9.0,-9.0,-2.0,4.0,12.0,16.0,19.0,19.0,11.0,7.0,-1.0,-6.0
18111,wisconsin,1998,min ,-11.0,-4.0,-5.0,2.0,8.0,11.0,14.0,14.0,10.0,3.0,-2.0,-9.0
18112,wisconsin,1998,max ,-3.0,3.0,4.0,15.0,23.0,23.0,27.0,27.0,24.0,15.0,7.0,2.0
18113,wisconsin,1998,mean ,-7.0,-1.0,-1.0,8.0,16.0,17.0,21.0,20.0,17.0,9.0,3.0,-4.0
18126,wisconsin,2003,min ,-16.0,-17.0,-8.0,-1.0,5.0,11.0,13.0,14.0,8.0,2.0,-4.0,-9.0
18127,wisconsin,2003,max ,-6.0,-4.0,4.0,12.0,18.0,24.0,27.0,28.0,21.0,14.0,4.0,0.0
18128,wisconsin,2003,mean ,-11.0,-11.0,-2.0,6.0,12.0,17.0,20.0,21.0,15.0,8.0,0.0,-4.0
18141,wisconsin,2008,min ,-14.0,-17.0,-10.0,0.0,4.0,12.0,14.0,12.0,9.0,2.0,-4.0,-17.0
18142,wisconsin,2008,max ,-5.0,-5.0,2.0,12.0,18.0,24.0,27.0,26.0,22.0,14.0,5.0,-5.0
18143,wisconsin,2008,mean ,-10.0,-11.0,-4.0,6.0,11.0,18.0,21.0,19.0,16.0,8.0,1.0,-11.0
18156,wisconsin,2013,min ,-14.0,-14.0,-10.0,-2.0,6.0,12.0,14.0,13.0,9.0,2.0,-6.0,-16.0
18157,wisconsin,2013,max ,-3.0,-3.0,1.0,8.0,19.0,23.0,26.0,26.0,23.0,13.0,4.0,-7.0
18158,wisconsin,2013,mean ,-9.0,-8.0,-5.0,3.0,13.0,17.0,20.0,19.0,16.0,8.0,-1.0,-12.0
18171,wisconsin,2018,min ,-14.0,-15.0,-7.0,-6.0,9.0,13.0,14.0,14.0,11.0,2.0,-6.0,-8.0
18172,wisconsin,2018,max ,-4.0,-3.0,4.0,7.0,23.0,25.0,27.0,26.0,22.0,11.0,1.0,-1.0
18173,wisconsin,2018,mean ,-9.0,-9.0,-2.0,1.0,17.0,19.0,21.0,20.0,16.0,6.0,-3.0,-4.0
18186,wisconsin,2023,min ,-8.0,-12.0,-7.0,0.0,6.0,12.0,13.0,13.0,12.0,4.0,,
18187,wisconsin,2023,max ,-2.0,-1.0,3.0,12.0,21.0,26.0,27.0,26.0,23.0,14.0,,
18188,wisconsin,2023,mean ,-5.0,-6.0,-2.0,6.0,13.0,19.0,20.0,19.0,17.0,9.0,,
